Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Featured Image,Summary,Content,Video,Category,Type,Author,Industries,Tags,File Upload,File Cover Image
Clean Air: Shining a Light on Indoor Air Quality with Zac Gilder,clean-air-shining-a-light-on-indoor-air-quality-with-zac-gilder,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,688019e7463094cf2e186ed6,false,false,Tue Jul 22 2025 23:08:23 GMT+0000 (Coordinated Universal Time),Tue Jul 22 2025 23:19:00 GMT+0000 (Coordinated Universal Time),Fri Jul 25 2025 00:31:11 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/68801b9ffb45ecc630f5ba20_Zac%20Gilder%20Let%27s%20Talk%20Facilities.jpg,"In this episode of Let’s Talk Facilities, Ben Young and Aaron Kelly welcome Zac Gilder of Steril-Aire to explore the real-world impact of UVC light on indoor air quality and HVAC performance.","<p id="""">Welcome to Episode 13 of Let’s Talk Facilities. In this episode, hosts Ben Young and Aaron Kelly are joined by Zac Gilder from Steril-Aire for an eye-opening discussion on improving indoor air quality (IAQ) in commercial spaces.</p><p id="""">They unpack the science and strategy behind using UVC lighting in Air Handling Units (AHUs)—from small split systems to large-scale HVAC setups. Zac shares actionable insights on how facility professionals can harness this technology to reduce airborne pathogens, extend HVAC performance, and safeguard occupant health.</p><p id="""">Whether you’re managing a single building or an entire portfolio, this episode offers essential guidance on elevating air quality in the built environment.</p>",https://www.youtube.com/watch?v=o-IPQqhfGTM,cleaning,podcasts,aaron-kelly; ben-young,retail,lets-talk-facilities,,
Closing the loop on flooring sustainability,closing-the-loop-on-flooring-sustainability,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,6793023be1087e376fc9a001,false,false,Fri Jan 24 2025 03:00:11 GMT+0000 (Coordinated Universal Time),Tue May 27 2025 02:53:33 GMT+0000 (Coordinated Universal Time),Tue May 27 2025 02:58:40 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/679302366637c21c7516cd85_JLL_Melbourne_HighRes-23.jpg,"Waste is a serious problem in flooring. But if we evolve our installation approach, we can promote a circular economy and give waste a second chance at life - not landfill. ","<p id="""">Sustainability has become a bit of a buzzword across a lot of industries. In some ways, it's even become the next 'trend' to jump on.</p><p id="""">But here's the thing: Waste is a serious problem in the flooring industry.</p><p id="""">And, if we're going to tackle it head on, sustainability requires far more than talk and lip service, and we’re thrilled to be taking the jump towards meaningful change.</p><p id="""">Over 60,000 tonnes of resilient flooring waste enters our landfills each year. And, if you want to factor in other types of flooring, that number would make your head spin faster than a drill bit.</p><p id="""">Getting serious about embracing sustainability in flooring demands real leadership, bold innovation, and progressive outcomes.</p><p id="""">If we can redefine our approach - from the materials we choose, the processes we adopt, and the waste we create, I'm ambitious that we can 'close the loop' and make sustainability in flooring the norm.</p><p id="""">Here are a few non-negotiables that form part of our install projects:</p><h4 id="""">Choose materials that stand the test of time</h4><p id="""">The foundation of sustainability lies in the materials we choose.</p><p id="""">Opting for recyclable and responsibly sourced options is a great start. It means that your floors not only strike the balance of beauty and function, but contribute to a greener future too.</p><p id="""">Take modular carpet tiles, for example. They’re like the Swiss Army knife of flooring: if one bit gets damaged, you swap it out without having to replace an entire floor.</p><p id="""">The same can be said with other flooring materials, such as vinyl planks. Durable, flexible, and they won’t give you a headache.</p><p id="""">Products like these allow us to strike the balance between durability with flexibility, enabling targeted fixes without the waste of a full replacement.</p><p id="""">Durability and sustainability can co-exist.</p><h4 id="""">Promoting a circular economy</h4><p id="""">In my role as a member of ResiLoop's advisory panel, we're putting in a significant effort into the research and development of how we can recover, recycle, and reuse flooring waste.</p><p id="""">While resilient flooring products such as vinyl and rubber are great products built for durability, they also take decades to break down, and often release harmful substances during decomposition.</p><p id="""">As a collective, our goal is to recycle 30 tonnes of flooring each month, repurposing it into products such as garden edging. We're hell-bent on giving waste a second chance.</p><p id="""">As we grow our supplier base, expand our collection points and continue to think-tank ways to repurpose collected waste, I'm confident that we can see far less flooring waste heading to our landfills.</p><h4 id="""">Planning ahead to minimise offcuts and waste</h4><p id="""">Sustainability starts before the first cut is made.</p><p id="""">The very nature of floor installs means that inevitably, there will be offcuts. But by meticulously planning material measurements and layouts, a lot of this waste can be minimised.</p><p id="""">Across my projects, we utilise advanced planning tools to ensure every square metre of flooring earns its keep.</p><p id="""">It's simple: less waste and a cost effective solution for our clients. Win-win.</p><p id="""">Adopting practices like optimised cutting patterns and pre-measured templates helps us make the most of each material roll or panel. </p><p id="""">At Premrest, we don’t just install floors; we craft solutions that align with our clients’ values and environmental goals. </p><p id="""">Closing the loop on flooring sustainability isn’t about doing what’s easy, it’s about doing what’s right. By rethinking materials, embracing circular practices, and reducing waste at every stage, we're crafting floors that are as functional and elegant as they are kind to the planet.</p><p id="""">Let's chat about how we can create beautiful flooring that lays the foundation for a sustainable future.</p><p id="""">‍</p>",,installs,articles,tim-bradbury,,,,
Designing Workplace Strategy with Dr. Agustin Chevez,designing-workplace-strategy-with-dr-agustin-chevez,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,68e4d77bed4908b45fdbb652,false,false,Tue Oct 07 2025 09:03:55 GMT+0000 (Coordinated Universal Time),Tue Oct 21 2025 09:49:46 GMT+0000 (Coordinated Universal Time),Wed Dec 10 2025 23:32:30 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/68e4cf3a288afa67f9d9fd8f_cover.png,"Dr. Agustin Chevez shares how facility managers can shape workplace strategy—bridging design and operations to create spaces that balance purpose, performance, and people.","<p id="""">Welcome to Episode 19 of Let’s Talk Facilities. Aaron Kelly and Sammy Gilham are joined by Dr. Agustin Chevez, architect and workplace strategist, for a thought-provoking conversation on designing workplace strategy. </p><p id="""">Dr. Chevez shares why facility managers should be involved from the earliest stages of design and how their insights help ensure spaces continue to serve their purpose over time. The discussion explores the evolving nature of work, and how workplaces can balance collaboration with moments of solitude to support creativity and performance.</p>",https://youtu.be/N1QQ2NglWys,installs,podcasts,aaron-kelly; sammy-gilham,,lets-talk-facilities,,
Drawing the Line Between FM and Asset Management with Ujwal Lakra,drawing-the-line-between-fm-and-asset-management-with-ujwal-lakra,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,693816fda88035d1476d8774,false,false,Tue Dec 09 2025 12:33:01 GMT+0000 (Coordinated Universal Time),Fri Dec 12 2025 02:07:15 GMT+0000 (Coordinated Universal Time),Tue Jan 13 2026 11:20:41 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/693815d638af8a54cac79154_Let%E2%80%99s%20Talk%20Facilities%20-%20Opener.jpg,"Aaron Kelly and Nick Grace sit down with Ujwal Lakra to break down the real differences between facility management and asset management, and how each role drives value in the built environment.","<p id="""">Welcome to episode 24 of Let’s Talk Facilities. In this episode, Aaron Kelly and Nick Grace sit down with Ujwal Lakra for a clear, grounded conversation on the difference between facility management and asset management.</p><p id="""">Ujwal breaks down how each role brings its own priorities, responsibilities, and pressures, and why understanding the line between the two is essential for making smarter decisions across the lifecycle of a building. He shares practical guidance on aligning day-to-day operations with long-term asset value, managing expectations from different stakeholders, and creating better outcomes by knowing which hat you’re wearing.</p><p>‍</p>",https://www.youtube.com/watch?v=fpfJYE5dxzc,cleaning,podcasts,aaron-kelly; nick-grace,,lets-talk-facilities,,
"Elevating Facility Management: Insights on Strategy, Data, and Value",designing-for-flexibility-built-for-the-future,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,68f997f8b20e5dc66366d1eb,false,true,Thu Oct 23 2025 02:50:32 GMT+0000 (Coordinated Universal Time),Mon Jan 19 2026 06:06:05 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/68f997d9f97aef7fcc8a1507_pexels-cottonbro-5483233.jpg,"Modular flooring reduces waste, lowers costs, and supports ESG goals. Replace only what’s needed, extend asset life, and future-proof your facility with flexible, sustainable design.",,,installs,articles,ben-young,,,,
Facilities with Purpose | A Conversation with Paul Sor,facilities-with-purpose-a-conversation-with-paul-sor,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,690c7db85d71d38336a949aa,false,false,Thu Nov 06 2025 10:51:36 GMT+0000 (Coordinated Universal Time),Wed Nov 12 2025 00:04:39 GMT+0000 (Coordinated Universal Time),Wed Dec 10 2025 23:32:30 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/690c739a18f41ee57a62ef73_opop.jpg,"Aaron Kelly and Sammy Gilham talk with Paul Sor on how empathy, ethics, and people-centered leadership create lasting impact in facilities and the communities they serve.","<p id="""">Welcome to episode 22 of <em id="""">Let’s Talk Facilities</em>. In this episode, Aaron Kelly and Sammy Gilham sit down with Paul Sor, Head of Property and Asset Management at RSL LifeCare, for a conversation on empathy, ethics, and people-first leadership in facility management.</p><p id="""">Paul shares how his journey from accounting to FM shaped his unique approach to creating functional, dignified, and sustainable spaces. From managing donor-funded assets to building fair supplier relationships, he reveals how every decision can honor both people and purpose.</p><p id="""">Tune in for a reminder that great facility management isn’t just about maintaining buildings—it’s about caring for the people who use them.</p>",https://www.youtube.com/watch?v=WSZQSTNCk4Q,cleaning,podcasts,aaron-kelly; sammy-gilham,,lets-talk-facilities,,
Facility Management is Changing | FM’s Role Today with Duncan Waddell ,facility-management-is-changing-fms-role-today-with-duncan-waddell,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,6891a6055c0b212f72ef6623,false,true,Tue Aug 05 2025 06:34:45 GMT+0000 (Coordinated Universal Time),Tue Sep 02 2025 15:11:55 GMT+0000 (Coordinated Universal Time),Tue Aug 05 2025 23:55:07 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/6891aae12e824d837d09db8a_ll.jpg,"In this latest episode of Let’s Talk Facilities, Aaron Kelly and Ben Young are joined by Duncan Waddell, an esteemed leader in facility management, to discuss the evolving role of facility management.","<p id="""">Welcome to Episode 14 of Let’s Talk Facilities. Aaron Kelly and Ben Young are joined by Duncan Waddell, a global leader in facilities management, for a conversation on the profession’s growing recognition. They explore why ISO standards are vital for driving consistency, trust, and professionalism in FM, and how facility managers can position themselves as strategic assets within their organisations.</p><p>‍</p><p id="""">Tune in for practical advice, global perspective, and a powerful look at how the FM profession is evolving.</p><p>‍</p><p>‍</p>",https://www.youtube.com/watch?v=J_TI1f3caz8,cleaning,podcasts,aaron-kelly; ben-young,,lets-talk-facilities,,
Floors without flaws: From ageing halls to contemporary buildings,floors-without-flaws-from-ageing-halls-to-contemporary-buildings,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,679af9684bf76b58f7a9fda6,false,false,Thu Jan 30 2025 04:00:40 GMT+0000 (Coordinated Universal Time),Tue May 27 2025 03:47:14 GMT+0000 (Coordinated Universal Time),Tue May 27 2025 03:49:09 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/679af8b70c95861cee764a1a_unimelb-campus.jpeg,"Managing multi-site facilities means navigating the unique demands of different flooring. The right cleaning approach preserves longevity, maintains aesthetics, and prevents costly damage.","<p id="""">Managing multiple buildings is like spinning plates - you’re constantly shifting focus to balance the unique demands of older spaces with the innovations of modern ones.</p><p id="""">Picture this: a century-old lecture hall in one corner and a sleek, modern university library in another - each bringing their own challenges and demands to the table.</p><p id="""">Keeping them looking their best without tripping is quite the challenge.</p><p id="""">Different materials. Unique durability concerns. Varying expectations. Diverse sustainability goals. And in many cases, separate cleaning contractors - many who are great at 'general' cleaning, but lack the proper expertise and know-how when it comes to flooring.</p><p id="""">That's where we come in.</p><p id="""">Here are some key considerations when handling multi-site facilities with different needs:</p><h4 id="""">Ageing halls: Preserving timeless charm</h4><p id="""">Older buildings have a lot of character - though, not always the kind you want in your carpets.</p><p id="""">Stains, wear, and an accumulation of dust from decades past can make even the toughest carpets look dull and uninviting.</p><p id="""">Carpets in older buildings are often more delicate, requiring a more specialised approach to preserve its look, feel and lifespan.</p><p id="""">Older carpets are often made from natural materials such as wool or jute. While they're beautiful to look at, cleaning methods such as steam cleaning can compromise its makeup through shrinkage and deterioration.</p><p id="""">Whenever I visit older buildings, one of the most overlooked aspects when it comes to cleaning is what lies beneath the carpets: the foundation.</p><p id="""">Just recently in one of my site visits, an old law faculty for a prestigious university with older carpets was regularly steam cleaning. Unfortunately, the subfloor beneath, made of old wooden planks, retained moisture for far too long. Not only does this create the perfect condition for mould growth; but can catastrophically compromise the flooring structure.</p><p id="""">Carpets don't need a power wash, they need a facial. </p><p id="""">A gentle approach that lifts dirt, rejuvenates fibres, and leaves them looking their best, all without compromising what lies beneath.</p><h4 id="""">Modern buildings: Built to handle the pressure</h4><p id="""">Advancements in carpet technology have resulted in most modern buildings boasting plush, high-performance carpets designed for heavy traffic.</p><p id="""">No doubt, they're engineered to look sharp and handle a crowd - but that doesn't make them maintenance-free.</p><p id="""">Lower pile fibres and synthetic materials may mean fewer stains or easier cleans on the surface, but just like any other carpet, come with their own challenges.</p><p id="""">Dirt and debris are still deeply embedded. Without proper care, your high traffic areas will quickly lose their polish and appeal.</p><p id="""">Modern carpets often have intricate fibres and finishes that demand precision. While durable, synthetic fibres like nylon or polyester can lose their protective coatings and structural integrity if cleaned with harsh chemicals or overly aggressive methods. </p><p id="""">And this is why I believe low moisture encapsulation and commercial flooring are a match made in heaven. It's a sustainable alternative to steam cleaning that uses significantly less water, energy, chemicals and waste.</p><p id="""">A deeper clean and a longer lifespan for your carpets.</p><p id="""">That's a win.</p><h4 id="""">Striking the balance</h4><p id="""">The juggling act of multi-site facility management means navigating the complexities of different buildings. From century-old halls steeped in history, to modern spaces designed for high performance.</p><p id="""">But it's not just about the buildings - it's the people who use them.</p><p id="""">We take the guesswork and stress out of managing cleaning programs by streamlining all your cleaning contracts into one cohesive fix. We consider all variables, from traffic patterns and zones, specific carpet types, colours, and material finishes, environmental conditions, even your sustainability goals.</p><p id="""">Our ability to handle every type of flooring - old and new, delicate and durable - means you can focus on running your facilities, knowing we’ve got your back.</p><p id="""">Let's work together to bring 'wow' back to your carpets.</p>",,cleaning,articles,nick-grace,education,,,
From Cost Center to Strategic Asset: The Evolution of Facility Management,from-cost-center-to-strategic-asset-the-evolution-of-facility-management,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,696dce99c71f35153cbffe83,false,false,Mon Jan 19 2026 06:26:33 GMT+0000 (Coordinated Universal Time),Tue Jan 20 2026 05:38:53 GMT+0000 (Coordinated Universal Time),Wed Jan 28 2026 04:34:11 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/696ee0ba9a4edf30f1503187_CONTENT%20WORKSPACE.jpg,"Modern facility management is shifting from a ""cost centre"" to a strategic asset. By mastering data and stakeholder management, the industry can elevate its value and move beyond reactive maintenance.","<p>Facility management has long battled a perception problem. Often viewed strictly through the lens of maintenance but the reality of the role is far more complex. Modern FM is a strategic discipline that balances operational efficiency, risk management, and long-term asset value. However, bridging the gap between operational ""fixing"" and strategic ""planning"" remains one of the industry's biggest hurdles.</p><h3>The Outsourcing Dilemma and the Data Deficit</h3><p>One of the most critical strategic decisions an organisation faces is how to structure its operating model: should facilities be managed in-house, or is outsourcing the better path?</p><p>While many organizations look for a standard playbook, industry experts argue that the decision cannot be made in a vacuum. Ujwal Lakra, Co-Director of FM and Asset Management Advisory at MBM, suggests that the answer lies in the maturity of an organisation's data rather than a generic industry trend.</p><figure class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:1920px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""1920px""><div><img alt=""__wf_reserved_inherit"" src=""https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/696f03dcf60ecdcc90dde191_cover%20final.png"" width=""auto"" height=""auto"" loading=""lazy""></div><figcaption><em>Quotes from Let's Talk Facilities podcast</em></figcaption></figure><p>""There's no one-size-fits-all approach,"" Lakra notes. ""Everyone's different with different complexities and different needs.""</p><p>Ideally, this decision is driven by a comprehensive asset register—knowing exactly what the organisation owns, its condition, and its lifecycle costs. However, the gap between the ideal and the reality is often stark. Despite the increasing emphasis on data-driven decision-making, perfectly maintained data sets are a rarity. Lakra admits, ""There's not one client that's got a complete asset register data set; I've never seen it in my time.""</p><p>This ""data deficit"" complicates strategic planning, often forcing organizations to make critical operational decisions based on incomplete pictures of their own portfolios.</p><h3>Mastering the Dual Role: Assets and Stakeholders</h3><p>For professionals entering the field, the challenge is not just technical but interpersonal. A successful facility manager acts as the pivot point between the physical building and the people who occupy it. Success requires navigating these two often-conflicting spheres.</p><p>The technical side demands a deep knowledge of the physical asset: understanding the building's systems, lifecycle, and quirks. The soft-skill side requires managing the expectations of those who use the building. Lakra advises that mastering this duality is the fastest route to competency.</p><p>""Understand your stakeholders... know who's who and... who has... the degrees of influence so that you can do your job,"" he says. ""And know your building... get to know your asset as quickly as you can... once you can do that... you'll succeed in your role.""</p><h3>Shifting the Narrative: Beyond the Cost Center</h3><p>Perhaps the most significant challenge for the industry is shifting the boardroom perception of facility management. FM is traditionally categorized as a ""cost center""—a necessary expense to be minimized rather than a value driver to be optimized. This classification often undermines the strategic contributions FMs make toward sustainability, employee productivity, and asset longevity.</p><p>To change this, the industry must actively work to elevate its own value proposition, moving the conversation away from reactive repairs and toward proactive value preservation.</p><p>""I think FM might not be given the right level of... credibility that they deserve,"" Lakra observes. ""It's often considered a cost base... not a profit center... so I think there's a bit of work... for us to do collectively as an industry... to sort of elevate the role of an FM and the value that they provide an organization.""</p><p>By focusing on accurate data, stakeholder management, and strategic asset planning, the industry can claim its place as a critical component of organisational success.</p><p>‍</p><p>Hear more from Ujwal in our episode of Let's Talk Facilities <a href=""https://www.premrest.com.au/resources/drawing-the-line-between-fm-and-asset-management-with-ujwal-lakra"">here.</a></p><p>‍</p>",,installs,articles,ben-young,,,,
Growing in FM with Arbab Shah,growing-in-fm-with-arbab-shah,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,69251efa2ca507ba8bd87d2d,false,false,Tue Nov 25 2025 03:14:02 GMT+0000 (Coordinated Universal Time),Mon Dec 01 2025 06:10:12 GMT+0000 (Coordinated Universal Time),Wed Dec 10 2025 23:32:30 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/69252090e1d0cdc334be4919_Let%E2%80%99s%20Talk%20Facilities%20-%20Opener.jpg,"Arbab Shah joins Aaron Kelly and Nick Grace to share the real lessons that shape new facility managers, from early challenges to the skills that build confidence and growth in the industry.","<p id="""">Welcome to episode 23 of Let’s Talk Facilities. In this episode, Aaron Kelly and Nick Grace sit down with Arbab Shah for an honest conversation about the realities facing new and emerging facility managers.</p><p id="""">Arbab reflects on the early hurdles that shaped his career journey and how hands-on learning, mentorship, and patience helped him build confidence in a complex industry. He shares practical insights on navigating expectations, developing technical awareness, and finding your footing during the first years in FM.</p><p id="""">This episode is a reminder that growth in facilities management isn’t about knowing everything on day one. It’s about staying curious, learning from the people around you, and building the skills that turn challenges into experience.</p><p id="""">‍</p>",https://www.youtube.com/watch?v=YlERV0PrMZ0,cleaning,podcasts,aaron-kelly; nick-grace,,lets-talk-facilities,,
How a Flooring Company Became FM Advocate of the Year ,how-a-flooring-company-became-fm-advocate-of-the-year,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,69cb698a5294f782e2321e8a,false,false,Tue Mar 31 2026 06:28:26 GMT+0000 (Coordinated Universal Time),Tue Mar 31 2026 23:07:07 GMT+0000 (Coordinated Universal Time),Tue Mar 31 2026 23:07:07 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/69cb66468563bf5a020580e9_5.png,"We won the FM Industry Advocate of the Year Award — and we're just getting started. Aaron, Ben, and Tim reflect on what earned the recognition and what we're building next for facility managers.","<p>We walked into an awards night up against some of Australia's biggest FM industry players &nbsp;and walked out with the Facility Management Industry Advocate of the Year Award.</p><p>Aaron, Ben, and Tim reflect on what earned that recognition, the culture Colin has built at Premrest around genuinely solving problems for facility managers, and why this podcast was always about more than flooring. We break down what's coming next and why we believe the best resource we can give the FM community is still ahead of us.</p><p>‍</p>",https://youtu.be/A6l3XkNsIsY,cleaning,podcasts,aaron-kelly; ben-young; colin-saddington; nick-grace; tim-bradbury,,lets-talk-facilities,,
How carpets shape tenant perception,how-carpets-shape-tenant-perception-in-your-building,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,68db8f18079efae24c4251ca,false,false,Tue Sep 30 2025 08:04:40 GMT+0000 (Coordinated Universal Time),Thu Oct 16 2025 04:22:22 GMT+0000 (Coordinated Universal Time),Wed Dec 10 2025 23:32:30 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/68dc87bea794ffc773003564_Let%E2%80%99s%20Talk%20Facilities%20-%20Opener%20(1).jpg,"In property management, little details can have big consequences. One of the fastest ways to sour a tenant relationship is something far more visible: a dirty lobby.","<p id="""">Earning tenant trust takes time, but it can unravel quickly when small details are neglected. What seems minor to management often becomes the biggest factor in how tenants judge the quality of their space.</p><p id="""">‍</p><h3 id="""">The Lobby Sets the Tone</h3><p id="""">The lobby is the first space tenants and visitors see. It communicates care, professionalism, and safety, or it signals neglect. While scuffed walls and dated décor might be overlooked for a while, stained or odorous carpets are harder to ignore. They are under constant use, and their condition directly reflects on how well the building is managed.</p><p id="""">‍</p><h3 id="""">Why Carpets Are the Breaking Point</h3><p id="""">Unlike other surfaces, carpets can’t be repainted or quickly covered up. Once neglected, stains and odours linger and every tenant who walks through your lobby notices. Over time, that neglect erodes confidence, leading to more complaints, lower tenant satisfaction, and even early move-outs.</p><p id="""">‍</p><h3 id="""">The Business Impact of Neglected Carpets</h3><h5 id="""">Reputation Risk</h5><p id="""">Tenants talk, and reputations spread quickly through word of mouth, tenant forums, or online reviews. A lobby carpet that looks and smells neglected signals to tenants that management may be cutting corners elsewhere. Once a property gains that reputation, it becomes difficult to attract new tenants, even if rent is competitive.</p><h5 id="""">Increased Churn</h5><p id="""">When tenants don’t feel proud of where they live or work, they’re more likely to look for alternatives. High turnover means more vacant units, more time spent on marketing, and more costs for re-letting. Retaining existing tenants is always cheaper than replacing them, and something as basic as a consistently clean, welcoming lobby plays a direct role in those decisions.</p><h5 id="""">Higher Costs</h5><p id="""">Carpets that go too long without professional cleaning do not just look bad. They degrade faster, fibres break down, stains become permanent, and eventually replacement is the only option. Replacing lobby carpet tiles across a large facility is far more expensive than regular maintenance. On top of that, downtime during replacement disrupts tenants further, adding another layer of cost to an issue that could have been prevented.</p><p id="""">‍</p><p id="""">A well-maintained lobby sends a powerful message that you care about the people who live and work in your building. If you are ready to change your floor care strategy and stop costly problems before they start, reach out to us today. Together, we can create a proactive maintenance plan that keeps your tenants happy and your property performing at its best.</p><p id="""">‍</p>",,cleaning,articles,nick-grace,,,,
How one switch helped propel ANZ towards its bold sustainability goals,how-one-switch-helped-propel-anz-towards-its-bold-sustainability-goals,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,678db8ac684d4ed853fe2d13,false,false,Mon Jan 20 2025 02:45:00 GMT+0000 (Coordinated Universal Time),Mon Jun 16 2025 03:33:56 GMT+0000 (Coordinated Universal Time),Mon Jun 16 2025 03:33:56 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/684f904925e45d423cabc341_5.webp,"Ditching hot water ‘steam cleaning’ for low moisture encapsulation, ANZ is surpassing its sustainability goals while keeping carpets cleaner, better, and fresher for longer.","<p id="""">In this case study, discover how ANZ Bank made a bold shift from hot water extraction (HWE) cleaning to low moisture encapsulation (LMC) for their Collins Street floors, achieving remarkable sustainability outcomes. By reducing water consumption, eliminating waste water, and cutting down energy use, ANZ is not only surpassing its ambitious environmental goals but also ensuring carpets remain cleaner, fresher, and longer-lasting.</p>",,cleaning,case-studies,colin-saddington,commercial-office; banking-insurance,,https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/683e8a7c94db0971535b8ad6_How%20one%20switch%20helped%20propel%20ANZ%20towards%20its%20bold%20sustainability%20goals.pdf,https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/682ea4c0072b0a21b2fbcd5c_How%20one%20switch%20helped%20propel%20ANZ%20towards%20its%20bold%20sustainability%20goals.webp
